InstitutionID,StreetTown,InstitutionName,BedCount,OperationYearMonth,Address,PhoneNumber,PostalCode,OperationMode,LegalRepresentative
200001,陆家嘴,上海琻锦颐养院有限公司,248,20010703,东环龙路299号,68682401,199912,民建民营（工商）,徐而进
200002,陆家嘴,上海浦东新区陆家嘴敬老院,93,199912,崂山二村48号,58876896,200120,公建公营,瞿文
200003,潍坊,上海浦东新区潍坊敬老院,170,199908,潍坊六村627号,58202777,200120,公建公营,朱文霞
200004,塘桥,上海浦东新区塘桥敬老院外设服务区,28,199908,蓝村路60弄38号甲,58392859,200127,公建公营,张金红
200005,洋泾,上海浦东新区金枫敬老院,70,200003,张杨路1734弄21号,68535391,200135,民建民营（民非）,戎煜
200006,洋泾,上海浦东新区歇浦敬老院,44,199908,浦东大道1615弄8号,58858203,200135,民建民营（民非）,欧阳雪梅
200007,花木,上海浦东新区花木敬老院,78,199908,玉兰路58号,68452975,201204,公建公营,陈华节
200008,花木,上海市浦东新区花木社区街道广洋养老院,142,199908,灵山路2011弄59号,50757159,200136,公建公营,王晓英
200009,花木,上海浦东新区申东颐养院,180,200607,严桥路306号,50890306,200125,民建民营（民非）,占桂兰
200010,金杨,上海市浦东新区金杨新村街道灵山养老院,75,199908,灵山路2011弄29号,50768761,200136,公建公营,丁  燕
200011,金杨,上海浦东新区金杨第二敬老院,135,200106,上海浦东新区龙居路180弄20号（甲）,58520957,200136,公建公营,郑菊琴
200012,金杨,上海罗山养老院,50,199908,博山东路40弄30号,58608242,200136,民建民营（民非）,申利民
200013,金杨,上海浦东新区美馨敬老院,80,199908,金杨路660弄23号,50755222,200135,民建民营（民非）,曾丽馨
200014,金杨,上海春馨养护院,150,201212,浦东大道2507号,50273890,200136,民建民营（民非）,陈春良
200015,金杨,上海浦东新区安达锦阳敬老院,88,201406,枣庄路658弄11号,50716322,200136,民建民营（民非）,何敏
200016,沪东,上海浦东新区沪东社区敬老院,68,199908,柳埠路142弄48号,58507411,200129,公建公营,沈美娥
200017,沪东,上海浦东新区沪东社区朱家门敬老院,115,200804,浦东大道2970弄31号,50382074,200129,公建公营,刘来龙
200018,浦兴,上海浦东新区浦兴敬老院,140,199912,博兴路1208号,68956907,200126,公建公营,郭萍
200019,浦兴,上海浦东新区证大家园敬老院,100,201407,巨峰路209号,50682531,200129,公建公营,夏芳
200020,南码头,上海市浦东新区南码头路街道南园养老院,103,199908,浦三路628弄18号,50779884,200125,公建公营,汤和芬
200021,南码头,上海市浦东新区南码头路街道南风养老院,80,200812,东三里桥路160弄22号,58816184,200125,公建公营,汤和芬
200022,南码头,上海机电养老院,240,200001,杨高南路2068号,58739865,200125,民建民营（民非）,左山虎
200023,南码头,上海浦东新区民众敬老院,280,200512,浦三路741弄22号,50771286,200125,民建民营（民非）,柏蓉
200024,南码头,上海浦东市南养老院,191,200811,西三里桥路6号,58892115,200125,民建民营（民非）,梁红
200025,周家渡,上海市浦东新区周家渡街道昌里养老院,126,200703,昌里东路80弄61号,58457010,200126,公建民营,吴海萍
200026,周家渡,上海市退休职工服务中心浦东公寓,110,199908,齐河路10弄2号,58746613,200126,公建公营,奚杰
200027,上钢,上海市浦东新区上钢新村街道德州养老院,80,201108,德州路255弄56号,33938908,200126,公建公营,王丽玲
200028,上钢,上海市浦东新区上钢新村街道耀华养老院,75,201208,耀华路550弄2号,58476531,200126,公建公营,潘伟红
200029,上钢,上海秀英养老院,63,200511,德州路380弄30号,58456891,200126,民建民营（民非）,杨鸣芳
200030,东明,上海市浦东新区东明路街道永泰养老院,93,200104,永泰路1129弄96号,50562790,200213,公建民营,龚毅
200031,东明,上海市浦东新区东明路街道世博家园养老院,200,200707,东泰林路158号,50658622,200124,公建民营,严海滨
200032,东明,上海春天家园老年公寓,175,200702,上南路4276号,51380299,200124,民建民营（民非）,徐全娟
200033,南汇新城,上海秋胜养老院,330,200305,泥城镇千祥村兴隆九组,58071912,201306,民建民营（民非）,黄晓天
200034,金桥,上海市浦东新区金桥镇张桥养护院,139,199908,佳林路82弄161号,58549557,201206,公建公营,蔡文霞
200035,金桥,上海市浦东新区金桥镇申江养护院,252,201012,浦东新区申江路2480号,58993688,201206,公建公营,顾杰人
200036,金桥,上海浦东新区金桥利群敬老院,70,200509,王家桥孙家浜58号,58342707,201206,民建民营（民非）,林作用
200037,曹路,上海市浦东新区曹路镇龚路养护院,120,199908,曹路镇曙星路南首,58563106,201209,公建公营,赵文福
200038,曹路,上海市浦东新区曹路镇顾路养护院,145,199908,曹路镇顾东村吴家宅8号,58630900,201209,公建公营,刘兰英
200039,曹路,上海曹路期颐老年公寓,250,200602,曹路镇杨东路6号,58632886,201209,公建民营,董国忠
200040,曹路,上海正华养老院,155,200407,川沙路1188号,58561117,201209,民建民营（民非）,姜惠兴
200041,高桥,上海浦东新区高桥幸福敬老院,80,200610,高桥镇学后街39号,50412511,200137,公建公营,辛燕丽
200042,高桥,上海浦东新区高桥吉祥敬老院,250,200610,欧高路382号,58677838,200137,公建公营,辛燕丽
200043,高桥,上海浦东新区高桥如意敬老院,72,200610,张家路49号,58643221,200137,公建公营,辛燕丽
200044,高桥,上海浦东新区金色港湾老年公寓,250,200907,溪兰路125号,58674065,200137,民建民营（民非）,谢荣娣
200045,高东,上海浦东新区高东福利院,305,201111,镇南路116号,20250776,201208,公建公营,金惠珠
200046,高行,上海市浦东新区高行镇万安养老院,500,200902,新行路306号,68689981,201208,公建公营,王莉馨
200047,张江,上海市浦东新区张江镇孙桥养老院,250,199908,横沔江路264号,58570405,201210,公建公营,吴霞芳
200048,张江,上海市浦东新区张江镇顺和养老院,69,200910,顺和路139弄5号,50724484,201210,公建公营,吴霞芳
200049,张江,上海光启养老院,175,200212,居里路469号,58556131,201203,民建民营（民非）,徐圣洁
200050,张江,上海洪天养老院,100,201604,张江镇橫沔江路501号,50199113,201203,民建民营（民非）,彭天明
200051,唐镇,上海浦东新区新唐镇敬老院,727,200609,创新中路73号,58967148,201210,公建公营,蒋华义
200052,合庆,上海浦东新区合庆敬老院,260,200407,青暮路281号,68901803,201201,民建民营（民非）,张文祥
200053,合庆,上海青墩养老院,280,200507,青暮路1348号,68910655,201201,民建民营（民非）,张慧根
200054,合庆,上海浦东新区爱心养老公寓,370,200608,奚阳路885,68919958,201201,民建民营（民非）,彭天明
200055,三林,上海市浦东新区三林镇常青养老院,225,201701,永泰路302弄16号,50824588,200124,公建公营,陆伟红
200056,三林,上海浦东新区康德敬老院,50,199908,恒大路65号,58429858,200126,民建民营（民非）,张德荣
200057,三林,上海浦东新区积孝敬老院,133,200207,杨高南路4501弄79号,50851606,200124,民建民营（民非）,袁孝萍
200058,三林,上海汇亲园养护院,140,200708,上南路5128号,50827077,200124,民建民营（民非）,徐扣凤
200059,三林,上海浦东新区日月星养老院,301,201012,浦东新区顾全路100号,61348880,200135,民建民营（民非）,苏剑青
200060,北蔡,上海市浦东新区北蔡镇莲溪养护院,196,199911,北中路575号,50910633,201204,公建公营,赵文蓉
200061,北蔡,上海安达养护院,195,200605,莲园路359号,50421225,201204,民建民营（民非）,何敏
200062,北蔡,上海凯健华鹏老年服务有限公司（上海凯健华鹏养老院有限公司）,78,201412,华鹏路96号,68387000,201204,民建民营（工商）,YUNZHI SMITH
200063,北蔡,上海万福年华养老院,89,501604,沪南公路865号,60348699,201204,民建民营（民非）,刘泽民
200064,惠南,上海市浦东新区惠南镇黄路养老院,82,199906,黄路文卫路51号,58270892,201301,公建公营,顾建华
200065,惠南,上海市浦东新区惠南镇惠乐养老院,138,201008,川南奉公路6168号,58270892,201301,公建公营,顾建华
200066,惠南,上海市浦东新区惠南镇惠颐养护院,250,201003,南祝路2700号,58098999,201324,公建民营,沈小萍
200067,惠南,上海心悦养老院,115,200404,南门路70号,58011019,201399,民建民营（民非）,黄娅青
200068,新场,上海市浦东新区新场镇石笋养老院,127,199911,新环南路288号,58171209,201314,公建公营,周志凤
200069,新场,上海市浦东新区新场镇坦直养老院,119,199904,下盐路89号,68151264,201314,公建公营,周志凤
200070,大团,上海浦东新区大团敬老院,120,199903,永春东路16号,58081889,201311,公建公营,徐才明
200071,大团,上海浦东新区永春福利院,150,200611,永春东路18号,58086248,201311,民建民营（民非）,王晓君
200072,大团,上海能益养老院,276,200305,大团镇扶栏村下塘458号,58231307,201312,民建民营（民非）,王建龙
200073,大团,上海公谊养护院,256,200510,大团镇团新村10组,68235315,20012,民建民营（民非）,丁美凤
200074,周浦,上海市浦东新区周浦镇长乐养护院,525,199902,康沈路2186号,58113050,201318,公建公营,顾耀红
200075,周浦,上海松福养护院,148,199903,周祝公路1529号,58151522,201321,民建民营（民非）,钱正彬
200076,周浦,上海民乐养护院,101,199904,周东路508弄108号,68118654,201318,民建民营（民非）,张云飞
200077,康桥,上海浦东新区康桥镇敬老院,112,199904,横沔新镇拯安路55号,58131673,201319,公建公营,张国荣
200078,康桥,上海亲和源颐养院,200,200809,秀沿路2999弄10号楼,38256162,201319,民建民营（民非）,奚志勇
200079,康桥,上海亲和源老年公寓,548,200801,浦东秀沿路2999弄,38256001,201319,民建民营（民非）,奚志勇
200080,康桥,上海航馨养护院,380,199905,航南公路501号,58229011,201316,民建民营（民非）,陆明
200081,康桥,上海浦东新区航头镇下沙敬老院,426,199905,沪南公路4845号,58148888,201317,民建民营（民非）,杨正权
200082,康桥,上海浦东新区大中养老院,120,199910,航头下沙新街200弄85号,58146849,201413,民建民营（民非）,刘玉琴
200083,康桥,上海浦东新区沈庄绿园敬老院,70,199908,沈庄街44号,58143345,201317,民建民营（民非）,王林珠
200084,康桥,上海浦东新区航头阳光养老院,186,200704,航头镇航南路101号,68221299,201316,民建民营（民非）,严尧新
200085,康桥,上海香柏养老院,75,200608,下盐路1018号,58140730,201317,民建民营（民非）,颜鸿斌
200086,康桥,上海白金养老院,246,200707,下沙新街103,58145775,201317,民建民营（民非）,滕世瑞
200087,宣桥,上海浦东新区三灶敬老院,281,199905,下盐公路54号（三灶北街）,58036059,201300,公建公营,夏桂明
200088,宣桥,上海金龙养护院,127,200505,宣桥镇光明村金光2组,13918627772,201399,民建民营（民非）,沈小妹
200089,泥城,上海仁爱养护院,271,199902,马五公路351号,58241976,201307,民建民营（民非）,林文娟
200090,泥城,上海明家养护院,324,200310,彭平东路1103弄76号,58241194,201307,民建民营（民非）,高明华
200091,泥城,上海建国养护院,122,200509,泥城镇龙港村535号,13641780741,201306,民建民营（民非）,潘建国
200092,泥城,上海春雷养护院,200,200710,泥城彭镇艺华路1号,58241785,201307,民建民营（民非）,何春雷
200093,书院,上海市浦东新区书院镇馨苑养老院,120,199902,老芦公路1412号,58061105,201305,公建公营,瞿美丽
200094,书院,上海佳家乐养老院,145,200607,书塘路888号,58064388,201305,民建民营（民非）,朱正芳
200095,书院,上海邻港养护院,300,201107,老芦公路1423号,58069799,201305,民建民营（民非）,黄飞
200096,书院,上海机电颐和养老院,100,200706,三三公路5020弄9号,58292383,201303,民建民营（民非）,左山虎
200097,万祥,上海市浦东新区万祥镇乐龄养老院,50,199905,万祥镇果园村669号,58046345,201313,公建公营,乔迎春
200098,老港,上海浦东新区老港敬老院,128,199904,老港镇牛肚村1012-1号,58051276,201302,公建公营,朱龙花
200099,老港,上海龙港养护院,130,201403,老芦公路398号（港北）,68291079,201302,民建民营（民非）,马龙德
200100,祝桥,上海浦东新区祝桥敬老院,348,199902,川南奉公路5347号,68261831,201325,公建公营,潘进龙
200101,祝桥,上海浦东新区机场第一敬老院,200,199908,新东路5号,58931109,201202,公建公营,陆丽君
200102,祝桥,上海浦东新区机场第二敬老院,418,199908,水闸南路200号,68966766,201202,公建公营,邱银花
200103,祝桥,上海市浦东新区祝桥镇光明养护院,330,200704,南祝公路5212号,68098121,201323,公建民营,姚舟琦
200104,祝桥,上海康颐养护院,70,200407,星火村12组,58096176,201324,民建民营（民非）,周红莲
200105,祝桥,上海浦东新区海欣托老所,50,200701,祝桥镇先进村九组156号,68266971,201325,民建民营（民非）,傅新梅
200106,祝桥,上海浦东新区福林颐养院,125,200710,祝桥镇金家宅38号,68781215,201202,民建民营（民非）,王炳福
200107,川沙新镇,上海浦东新区川沙第一敬老院,112,199908,新川路东门街1弄1号,58983710,201299,公建公营,姚敏
200108,川沙新镇,上海浦东新区川沙第二敬老院,158,199908,川黄路一号桥东首,68650157,201299,公建公营,周峰
200109,川沙新镇,上海浦东新区川沙六团敬老院,100,199908,川沙镇六团德兴街55号,58590580,201202,公建公营,顾伟慧
200110,川沙新镇,上海浦东新区川沙新镇福利院,303,200905,德川路469号,58372521,201299,公建公营,张怡
200111,川沙新镇,上海浦东新区六灶敬老院,60,199905,周祝公路2490弄27号,58162525,201322,公建公营,龚雅飞
200112,川沙新镇,上海慈爱敬老院,190,200806,川沙镇十一墩街46-2号,38681700,201299,民建民营（民非）,吴永骏
200113,川沙新镇,上海浦东新区万鑫全养老院,56,200701,川沙路5413弄68号,58923959,201299,民建民营（民非）,周维钢
200114,川沙新镇,上海浦东新区会龙养老院,80,200410,六灶会龙存311号,58168377,201322,民建民营（民非）,刘凯
200115,川沙新镇,上海善芯养护院,270,200707,川沙新镇陈桥村888号-1,58167737,201322,民建民营（民非）,陆璐
200116,区级,上海市浦东新区社会福利院,250,199910,川沙路5637号,68580201,201299,公建公营,于明
200117,区级,上海市浦东新区老年特护院,608,201312,明川路258号,68911521,201299,公建公营,于明
200118,洋泾,上海洋泾社区长者照护之家,30,201512,海防新村84号,58361291,200120,公建公营,欧阳雪梅
200119,浦兴,上海浦兴社区福苑长者照护之家,14,201412,长岛路1560弄25号,58358138,200127,公建公营,强小花
200120,陆家嘴,上海陆家嘴社区长者照护之家,32,201612,乳山路130弄21号,50630616,200129,公建公营,瞿  文
200121,老港,上海老港滨海社区长者照护之家,40,201702,滨海社区滨海路10号,58051812,201302,公建公营,倪佳瑛
200122,康健街道,徐汇区社会福利院,180,199611,上海市虹漕南路601号,54186261,200233,公建公营,姜洪英
200123,凌云街道,徐汇区第二社会福利院,312,200108,龙州路600号,54290063,200237,公建公营,李宪军
200124,康健街道,湖南敬老院,66,199803,桂林西街30弄42号,54199447,200233,民建民营（民非）,包勍颀
200125,斜土街道,斜土街道敬老院,70,200301,大木桥路321号,64168928,200032,公建公营,许庆龙
200126,田林街道,田林街道敬老院,90,199609,宜山路655弄8号,64831224,200233,公建民营（民非）,张莉颖
200127,长桥街道,长桥街道第二敬老院,60,198608,长桥四村54号,64103932,200231,公建公营,孙婷
200128,枫林街道,枫林街道敬老院,52,198801,小木桥路440弄22号甲,64167843,200032,公建民营（民非）,姚吉
200129,龙华街道,龙华街道敬老院,85,199912,天钥桥南路1199弄38号,54095337,200232,公建民营（民非）,陈佩明
200130,徐家汇街道,徐家汇街道敬老院,128,200002,凯旋一村21号,64475197,200030,公建公营,赵峰
200131,虹梅街道,虹梅街道敬老院,66,200012,钦州北路900号,64516255,200233,公建民营（民非）,姜进福
200132,漕河泾街道,漕河泾街道敬老院,30,198705,康健路120弄50号,64363809,200235,公建公营,高丽美
200133,漕河泾街道,常青敬老院,60,199801,桂平路350弄30号,64084994,200233,公建公营,俞根娣
200134,华泾镇,永康养老院,70,199801,华发路100弄20-21号,64962525,200231,公建民营（民非）,许剑南
200135,枫林街道,宛贤敬老院,70,199802,中山南二路908号,64641123,200030,民建民营（民非）,俞芳
200136,凌云街道,凌云敬老院,66,199606,梅陇四村84号,64542360,200237,民建民营（民非）,徐雁
200137,徐家汇街道,颐祥养老院,53,200003,斜土路2590弄7号,64391283,200030,民建民营（民非）,张荣康
200138,康健街道,新乐养老院,190,200303,江安路88号,54197284,200233,民建民营（民非）,易春涛
200139,长桥街道,长桥街道敬老院,139,200312,罗城路651弄65号,54112932,200237,公建公营,孙婷
200140,枫林街道,枫林街道第二敬老院,110,200508,龙华路3208弄32号,54121683,200232,公建民营（民非）,蒋跃红
200141,长桥街道,阳光养老院,136,200512,平福路19号,64556813,200231,民建民营（民非）,季冬青
200142,龙华街道,金色港湾龙华颐养院,101,200606,龙南三村85号,54091067,200232,民建民营（民非）,谢荣娣
200143,斜土街道,斜土街道第二敬老院,63,200601,江南一村54号,64181132,200032,公建公营,许庆龙
200144,华泾镇,华泾养老院,80,200611,徐汇区建华路180号,64960088*8009,200231,民建民营（民非）,沈雷
200145,康健街道,康健敬老院,88,200612,桂林西街30弄41号,54187600,200233,公建民营（民非）,范庆芝
200146,虹梅街道,虹梅养老院,80,200709,虹梅路1501号,54481263,200233,民建民营（民非）,吕奇玮
200147,斜土街道,日晖养老院,200,200701,零陵北路2号,64042727*2308,200032,民建民营（民非）,吴克明
200148,田林街道,田林养老院,60,200712,柳州路500号4楼,64751149,200233,民建民营（民非）,陈珮
200149,凌云街道,梅陇敬老院,190,200812,虹梅南路126弄55号,64768188,200237,民建民营（民非）,徐永昌
200150,凌云街道,日月星养老院,268,200911,虹梅南路108号,54303839,200239,民建民营（民非）,林德添
200151,青浦夏阳街道,上海徐汇区馨怡养老院,669,201112,青浦区外青松公路7718号,59718106,201701,民建民营（民非）,杨金根
200152,龙华街道,上海长青藤颐养院,165,201207,华容路85弄8号,51688880,200030,民建民营（民非）,杨炽国
200153,漕河泾街道,上海乐缘养老院,198,201209,宾阳路36号,64151576,200235,公建民营（民非）,包勍颀
200154,漕河泾街道,上海上达天平养老院,324,201308,钦州路107号,64757799,200235,民建民营（民非）,陈波
200155,凌云街道,上海徐汇区兰公馆老年公寓,168,201309,天等路430弄39号,64969195,200237,民建民营（民非）,张莉颖
200156,华泾镇,上海凯健华展老年护理有限公司,70,201107,华展东路33号,54337768,200231,民建民营（工商）,Yunzhi Smith
200157,华泾镇,徐汇区第三老年福利院,222,201410,华发路210号,54555066,200231,公建民营（民非）,柯维忠
200158,华泾镇,源梦颐养院,108,201412,龙吴路2577号,54413727,200231,民建民营（民非）,杨嵘
200159,闵行区虹桥镇街道,长宁区社会福利院,120,199010,闵行区红松路81弄158号,34310539,201103,公建公营,周天赤
200160,闵行区新虹街道,上海市长宁区第二社会福利院,124,200803,闵行区华漕镇中华美路60弄38-40号,62202062,201106,公建公营,蔡粉娣
200161,华阳街道,上海华阳敬老院,123,198709,长宁路396弄79号,62258022,200042,公建公营,施卫平
200162,华阳街道,上海华阳敬老院外设服务区,49,198609,昭化路615弄277号,62526876,200050,公建公营,施卫平
200163,华阳街道,上海颐养第一敬老院,83,200911,愚园路1355弄8号,62134094,200050,民建民营,顾慧萍
200164,江苏街道,上海长宁区逸仙第三敬老院,490,201008,安西路651号,32560068,200050,民建民营,冯强
200165,江苏街道,上海金福第二养老院,163,201008,愚园路1088弄110支弄22号,62125056,200050,民建民营,徐兵
200166,江苏街道,上海长宁区康逸敬老院,39,201405,镇宁路405弄73号甲,52669383,200050,民建民营,唐中贵
200167,天山街道,上海天山敬老院,50,199210,玉屏南路113弄29号,62598142,200051,公建公营,王玉萍
200168,天山街道,上海金福养老院,122,200911,玉屏南路571号,62592208,200050,民建民营,徐兵
200169,天山街道,逸仙天山敬老院,37,201612,玉屏南路373号,62458500,null,民建民营,冯强
200170,新华街道,上海法华颐养院,100,200510,延安西路1652弄33号,51180268,200052,民建民营,顾鹏飞
200171,仙霞街道,上海市颐养敬老院,50,199606,茅台路460弄30号,62598488,200336,民建民营,顾慧萍
200172,仙霞街道,上海颐养第二敬老院,80,201312,茅台路455弄8号,52834776,200336,民建民营,顾慧萍
200173,仙霞街道,上海仙霞社区逸仙敬老院,50,200402,芙蓉江路100弄1号,62595905,200336,公建民营,冯强
200174,仙霞街道,上海长宁区逸仙第二敬老院,372,200708,长宁区茅台路616号,62916355,200336,民建民营,冯强
200175,虹桥街道,上海虹桥敬老院,85,200507,中山西路1030弄10号,62754244,200051,公建公营,朱秀君
200176,虹桥街道,上海市长宁爱晚亭敬老院,50,200006,虹桥路1035号,62780801,200051,民建民营,顾毓青
200177,程家桥街道,上海长宁区逸仙程桥敬老院,132,201005,哈密路2008号,62629147,200336,民建民营,冯强
200178,北新泾街道,上海广慈敬老院,60,200709,平塘路201号,52185617,200335,民建民营,林移芳
200179,新泾镇,上海市长宁区新泾敬老院,60,200412,剑河路599弄85号,52201734,200335,公建公营,袁惠琴
200180,新泾镇,上海华松敬老院,118,200510,仙霞西路700弄63号,62397552,200335,民建民营,楼毅栋
200181,新泾镇,上海南山敬老院,156,200511,新泾路118号,52198005,200335,民建民营,詹万金
200182,新泾镇,上海神州敬老院,318,200801,仙霞西路601号,51877957,200335,民建民营,郑宇
200183,新泾镇,上海市长宁安馨敬老院,170,200902,长宁区林泉路157号,51119990,200336,民建民营,黄建军
200184,新泾镇,上海市长宁安馨第三敬老院,148,201409,长宁区淞虹路681号,51119980,200335,民建民营,黄建军
200185,新泾镇,上海祥福颐养院,440,201006,协和路99号,52175099-8467,200335,民建民营,蒋佳学
200186,新泾镇,上海西郊协和颐养院,825,201304,协和路295号,62902070,200335,公建民营,冯强
200187,新泾镇,上海金福第三养老院,398,201609,广顺路18号,52689677,200335,民建民营,徐莘博
200188,闵行区莘庄街道,上海喜满楼敬老院,180,200712,中春路5801号,54887821,201199,民建民营,唐咸喜
200189,青浦区金泽镇,上海市长宁安馨第二敬老院,188,201002,青浦区沪青平公路9188号,59262188,201718,民建民营,黄建军
200190,天山街道,上海颐养长者照护之家,38,201602,中山西路800弄13号,62373892,200051,民建民营,顾慧萍
200191,仙霞街道,上海逸仙长者照护之家,32,201602,茅台路270弄7号,62277781,200336,民建民营,冯强
200192,虹桥街道,上海虹桥社区颐养虹南长者照护之家,31,201611,中山西路1432弄36号,32093618,200336,民建民营,顾慧萍
200193,虹桥街道,上海虹桥社区银龄阁长者照护之家,42,200507,长宁区安顺路181弄1-3号,62196165,200251,公建公营,朱秀君
200194,新迳镇,上海新泾社区孝敬长者照护之家,40,201605,仙霞西路700弄43号,62383689,200335,民建民营,孙保珍
200195,临汾路街道,上海静安区社会福利院,317,198802,汾西路217号,56913815,200435,公建公营（事业）,陈苏萌
200196,北站街道,上海静安区北站街道敬老院,50,200004,南星路80号,63532836,200070,公建公营（民非）,陈晨
200197,宝山路街道,上海静安区宝山路街道敬老院,50,200004,止园路400弄7号甲,56620793,200071,公建民营（民非）,王蔚
200198,共和新路街道,上海静安区共和新路街道敬老院,50,200004,柳营路319弄45号甲,56902240,200072,公建公营（民非）,王书琴
200199,彭浦新村街道,上海静安区彭浦新村老年公寓,54,200004,汾西路650弄3号,66837245,200435,公建公营（民非）,马献娣
200200,彭浦新村街道,上海静安区彭浦新村第二老年公寓,130,200601,临汾路1513弄45号,56408443,200443,公建公营（民非）,马献娣
200201,天目西路街道,上海静安区天目西社区敬老院,300,201012,沪太路453弄84号,56985101,200070,公建民营（民非）,刘峰
200202,芷江西路街道,上海静安区东风芷江养老院,150,200001,青云路755号,56722643,200070,民建民营（民非）,张娴
200203,彭浦新村街道,上海静安区教工敬老院,52,200004,彭浦新村322号,56919975,200435,公建公营（事业）,李海霞
200204,彭浦新村街道,上海静安区田泽文华敬老院,146,200107,长临路380弄146号,56404753,200443,民建民营（民非）,文传华
200205,彭浦镇,上海静安区皓馨养老院,60,200506,场中路3332弄1号,56506853,200436,民建民营（民非）,杨坚
200206,临汾路街道,上海静安区馨苑敬老院,80,200506,闻喜路251弄23号,56910176,200435,民建民营（民非）,赵俊
200207,彭浦新村街道,上海静安区沁怡敬老院,100,200506,彭浦新村88号,66822962,200435,民建民营（民非）,倪阿五
200208,临汾路街道,上海静安区一家人家敬老院,100,200507,阳曲路570弄7号,56889588,200435,民建民营（民非）,罗赛菊
200209,临汾路街道,上海静安豪斯达敬老院,80,200510,场中路1177弄22号,66821363,200435,民建民营（民非）,傅时仙
200210,宝山路街道,上海静安之星养老院,142,200608,芷江中路413弄10号,56729778,200071,民建民营（民非）,郑忠铁
200211,芷江西路街道,上海生乐养老院,90,200610,中华新路457号H,56971198,200071,民建民营（民非）,金蕊
200212,彭浦新村街道,上海静安区城建敬老院,62,200711,三泉路524号,56380702,200435,民建民营（民非）,霍年林
200213,大宁街道,上海豪锦粤秀养老院,273,200711,粤秀路5185号,56773167,200072,民建民营（民非）,楼锦豪
200214,彭浦新村街道,上海闸北区彭盛敬老院,59,200712,平顺路28号三楼,56810897,200435,民建民营（民非）,韩玉珍
200215,共和新路街道,上海静安区颐和养老院,241,201105,普善路858弄2号,51601145,200072,民建民营（民非）,肖镛达
200216,彭浦镇,上海静安郁金香颐养园,320,201108,场中路3690号,36395890,200436,民建民营（民非）,周增勇
200217,彭浦新村街道,上海共康养老院,52,201507,三泉路930号,66243937,200443,民建民营（民非）,叶露萍
200218,静安寺街道,上海静安区孙克仁老年福利院,125,200004,延安西路399号,62487149,200040,公建民营（民非）,陈大为
200219,江宁路街道,上海静安老年公寓,60,199509,昌化路430弄5号,62760443,200041,公建民营（民非）,李小华
200220,曹家渡街道,上海静安区曹家渡街道敬老院,50,200106,安远路899弄14-24号,62307960,200042,公建民营（民非）,王立新
200221,石门二路街道,上海静安区蝴蝶湾敬老院,100,201303,石门二路505号,62195613,200041,公建民营（民非）,岑彩君
200222,江宁路街道,上海市静安区乐宁老年福利院,167,201412,武定路661号,62566060,200040,公建民营（民非）,刘柱
200223,曹家渡街道,上海静安区日月星养老院,292,201502,余姚路338号,52752709,200042,公建民营（民非）,谢磊
200224,石门二路街道,上海石二社区福苑长者照护之家,10,201512,新闸路848号2层,62096202,200041,公建民营（民非）,瞿文
200225,静安寺街道,上海静安寺社区富民长者照护之家,24,200805,富民路22弄10号,62498338,200040,民建民营(民非）,李敏
200226,曹家渡街道,上海静安区曹家渡爱华养老院,120,200610,胶州路485号,62157096,200042,民建民营(民非）,张爱华
200227,普陀区,上海静安区金康敬老院,80,200709,真南路635弄99支弄105号,36331250,200331,民建民营(民非）,殷祖泽
